Source,Target,Type,Id,Label,Weight
Belgium,Zimbabwe,Directed,13498,,0.8
Canada,Afghanistan,Directed,13499,,113.209999
Canada,Albania,Directed,13500,,0.01
Canada,Angola,Directed,13501,,2.33
Canada,Antigua and Barbuda,Directed,13502,,0.16
Canada,Argentina,Directed,13503,,4.42
Canada,Armenia,Directed,13504,,0.9
Canada,Azerbaijan,Directed,13505,,1.35
Canada,Bangladesh,Directed,13506,,86.010002
Canada,Belarus,Directed,13507,,1.52
Canada,Belize,Directed,13508,,1.05
Canada,Benin,Directed,13509,,17.85
Canada,Bhutan,Directed,13510,,0.48
Canada,Bolivia,Directed,13511,,11.32
Canada,Bosnia and Herzegovina,Directed,13512,,0.12
Canada,Botswana,Directed,13513,,0.21
Canada,Brazil,Directed,13514,,1.24
Canada,Burkina Faso,Directed,13515,,49.560001
Canada,Burundi,Directed,13516,,5.44
Canada,Cabo Verde,Directed,13517,,0.2
Canada,Cambodia,Directed,13518,,2
Canada,Cameroon,Directed,13519,,15.84
Canada,Central African Republic,Directed,13520,,13.18
Canada,Chad,Directed,13521,,10.98
Canada,Colombia,Directed,13522,,37.18
Canada,Comoros,Directed,13523,,0.22
Canada,Congo,Directed,13524,,0.99
Canada,Costa Rica,Directed,13525,,2.73
Canada,Cote d'Ivoire,Directed,13526,,10.16
Canada,Cuba,Directed,13527,,3.16
Canada,Democratic People's Republic of Korea,Directed,13528,,1.27
Canada,Democratic Republic of the Congo,Directed,13529,,68.93
Canada,Djibouti,Directed,13530,,0.28
Canada,Dominica,Directed,13531,,1.4
Canada,Dominican Republic,Directed,13532,,0.11
Canada,Ecuador,Directed,13533,,8.41
Canada,Egypt,Directed,13534,,15
Canada,El Salvador,Directed,13535,,5.69
Canada,Equatorial Guinea,Directed,13536,,0.18
Canada,Eritrea,Directed,13537,,0.19
Canada,Eswatini,Directed,13538,,0.52
Canada,Ethiopia,Directed,13539,,99.080002
Canada,Fiji,Directed,13540,,0.15
Canada,Gabon,Directed,13541,,0.33
Canada,Gambia,Directed,13542,,0.3
Canada,Georgia,Directed,13543,,0.23
Canada,Ghana,Directed,13544,,52.709999
Canada,Grenada,Directed,13545,,0.48
Canada,Guatemala,Directed,13546,,16.450001
Canada,Guinea,Directed,13547,,3.85
Canada,Guinea-Bissau,Directed,13548,,0.23
Canada,Guyana,Directed,13549,,4.83
Canada,Haiti,Directed,13550,,56.560001
Canada,Honduras,Directed,13551,,22.83
Canada,India,Directed,13552,,12.96
Canada,Indonesia,Directed,13553,,7.11
Canada,Iran,Directed,13554,,0.09
Canada,Iraq,Directed,13555,,74.230003
Canada,Jamaica,Directed,13556,,6.48
Canada,Jordan,Directed,13557,,66.870003
Canada,Kazakhstan,Directed,13558,,0.17
Canada,Kenya,Directed,13559,,32.049999
Canada,Kiribati,Directed,13560,,0.12
Canada,Kosovo,Directed,13561,,0.08
Canada,Kyrgyzstan,Directed,13562,,1.45
Canada,Lao People's Democratic Republic,Directed,13563,,0.69
Canada,Lebanon,Directed,13564,,68.260002
Canada,Lesotho,Directed,13565,,0.59
Canada,Liberia,Directed,13566,,1.06
Canada,Libya,Directed,13567,,3.66
Canada,Madagascar,Directed,13568,,4.82
Canada,Malawi,Directed,13569,,10.52
Canada,Malaysia,Directed,13570,,0.65
Canada,Maldives,Directed,13571,,1.21
Canada,Mali,Directed,13572,,92.489998
Canada,Marshall Islands,Directed,13573,,0.32
Canada,Mauritania,Directed,13574,,3.13
Canada,Mauritius,Directed,13575,,0.19
Canada,Mexico,Directed,13576,,4.74
Canada,Micronesia,Directed,13577,,0.1
Canada,Moldova,Directed,13578,,0.18
Canada,Mongolia,Directed,13579,,4.97
Canada,Montenegro,Directed,13580,,0.11
Canada,Montserrat,Directed,13581,,0.03
Canada,Morocco,Directed,13582,,5.86
Canada,Mozambique,Directed,13583,,82.269997
Canada,Myanmar,Directed,13584,,20.120001
Canada,Namibia,Directed,13585,,0.23
Canada,Nauru,Directed,13586,,0.1
Canada,Nepal,Directed,13587,,7.89
Canada,Nicaragua,Directed,13588,,14.15
Canada,Niger,Directed,13589,,20.379999
Canada,Nigeria,Directed,13590,,60.389999
Canada,North Macedonia,Directed,13591,,0.11
Canada,Pakistan,Directed,13592,,29.719999
Canada,Palau,Directed,13593,,0.1
Canada,Panama,Directed,13594,,0.42
Canada,Papua New Guinea,Directed,13595,,0.11
Canada,Paraguay,Directed,13596,,0.18
Canada,Peru,Directed,13597,,18.799999
Canada,Philippines,Directed,13598,,11.25
Canada,Rwanda,Directed,13599,,21.99
Canada,Saint Lucia,Directed,13600,,0.97
Canada,Saint Vincent and the Grenadines,Directed,13601,,0.92
Canada,Samoa,Directed,13602,,0.12
Canada,Sao Tome and Principe,Directed,13603,,0.16
Canada,Senegal,Directed,13604,,62.48
Canada,Serbia,Directed,13605,,0.13
Canada,Sierra Leone,Directed,13606,,5.95
Canada,Solomon Islands,Directed,13607,,0.1
Canada,Somalia,Directed,13608,,36.950001
Canada,South Africa,Directed,13609,,9
Canada,South Sudan,Directed,13610,,108.959999
Canada,Sri Lanka,Directed,13611,,3
Canada,Sudan,Directed,13612,,48.889999
Canada,Suriname,Directed,13613,,0.93
Canada,Syrian Arab Republic,Directed,13614,,69.580002
Canada,Tajikistan,Directed,13615,,1.55
Canada,Tanzania,Directed,13616,,48.889999
Canada,Thailand,Directed,13617,,0.05
Canada,Timor-Leste,Directed,13618,,0.2
Canada,Togo,Directed,13619,,4.45
Canada,Tonga,Directed,13620,,0.12
Canada,Tunisia,Directed,13621,,6.67
Canada,Türkiye,Directed,13622,,0.15
Canada,Turkmenistan,Directed,13623,,0.06
Canada,Tuvalu,Directed,13624,,0.12
Canada,Uganda,Directed,13625,,30.389999
Canada,Ukraine,Directed,13626,,37.849998
Canada,Uzbekistan,Directed,13627,,0.13
Canada,Vanuatu,Directed,13628,,0.2
Canada,Venezuela,Directed,13629,,13.39
Canada,Viet Nam,Directed,13630,,11.97
Canada,West Bank and Gaza Strip,Directed,13631,,37.419998
Canada,Yemen,Directed,13632,,64.589996
Canada,Zambia,Directed,13633,,8
Canada,Zimbabwe,Directed,13634,,13.82
Czech Republic,Afghanistan,Directed,13635,,3.02
Czech Republic,Albania,Directed,13636,,0.24
Czech Republic,Algeria,Directed,13637,,0.05
Czech Republic,Angola,Directed,13638,,0.02
Czech Republic,Argentina,Directed,13639,,0.01
Czech Republic,Armenia,Directed,13640,,0.33
Czech Republic,Bangladesh,Directed,13641,,0.23
Czech Republic,Belarus,Directed,13642,,1.31
Czech Republic,Bolivia,Directed,13643,,0.01
Czech Republic,Bosnia and Herzegovina,Directed,13644,,5.79
Czech Republic,Brazil,Directed,13645,,0.04
Czech Republic,Burkina Faso,Directed,13646,,0.28
Czech Republic,Cabo Verde,Directed,13647,,0.05
Czech Republic,Cambodia,Directed,13648,,2.04
Czech Republic,Cameroon,Directed,13649,,0.05
Czech Republic,China (People's Republic of),Directed,13650,,0.04
Czech Republic,Colombia,Directed,13651,,0.23
Czech Republic,Cuba,Directed,13652,,0.34
Czech Republic,Democratic Republic of the Congo,Directed,13653,,0.01
Czech Republic,Ecuador,Directed,13654,,0.02
Czech Republic,Egypt,Directed,13655,,4.39
Czech Republic,El Salvador,Directed,13656,,0.01
Czech Republic,Ethiopia,Directed,13657,,4.45
Czech Republic,Georgia,Directed,13658,,4.68
Czech Republic,Ghana,Directed,13659,,0.76
Czech Republic,Guinea,Directed,13660,,0.01
Czech Republic,Haiti,Directed,13661,,0.12
Czech Republic,India,Directed,13662,,0.19
Czech Republic,Indonesia,Directed,13663,,0.01
Czech Republic,Iran,Directed,13664,,0.01
Czech Republic,Iraq,Directed,13665,,3.45
Czech Republic,Jordan,Directed,13666,,1.81
Czech Republic,Kenya,Directed,13667,,0.27
Czech Republic,Kosovo,Directed,13668,,0.18
Czech Republic,Kyrgyzstan,Directed,13669,,0.02
Czech Republic,Lao People's Democratic Republic,Directed,13670,,0.05
Czech Republic,Lebanon,Directed,13671,,1.07
Czech Republic,Libya,Directed,13672,,0.71
Czech Republic,Malawi,Directed,13673,,0.02
Czech Republic,Mali,Directed,13674,,1.9
Czech Republic,Mauritania,Directed,13675,,0.25
Czech Republic,Mexico,Directed,13676,,0.01
Czech Republic,Moldova,Directed,13677,,5.77
Czech Republic,Mongolia,Directed,13678,,0.34
Czech Republic,Montenegro,Directed,13679,,0.03
Czech Republic,Morocco,Directed,13680,,1.38
Czech Republic,Mozambique,Directed,13681,,0.02
Czech Republic,Myanmar,Directed,13682,,1.33
Czech Republic,Namibia,Directed,13683,,0.08
Czech Republic,Nicaragua,Directed,13684,,0.04
Czech Republic,Niger,Directed,13685,,1.38
Czech Republic,Nigeria,Directed,13686,,1.14
Czech Republic,North Macedonia,Directed,13687,,0.13
Czech Republic,Pakistan,Directed,13688,,0.02
Czech Republic,Panama,Directed,13689,,0.01
Czech Republic,Papua New Guinea,Directed,13690,,0.02
Czech Republic,Paraguay,Directed,13691,,0.01
Czech Republic,Peru,Directed,13692,,0.31
Czech Republic,Philippines,Directed,13693,,0.07
Czech Republic,Rwanda,Directed,13694,,0.01
Czech Republic,Senegal,Directed,13695,,1.46
Czech Republic,Serbia,Directed,13696,,0.48
Czech Republic,Somalia,Directed,13697,,0.05
Czech Republic,South Africa,Directed,13698,,0.92
Czech Republic,Sri Lanka,Directed,13699,,0.04
Czech Republic,Syrian Arab Republic,Directed,13700,,3.09
Czech Republic,Tajikistan,Directed,13701,,0.03
Czech Republic,Thailand,Directed,13702,,0.03
Czech Republic,Tunisia,Directed,13703,,0.84
Czech Republic,Türkiye,Directed,13704,,2.39
Czech Republic,Uganda,Directed,13705,,0.01
Czech Republic,Ukraine,Directed,13706,,4.08
Czech Republic,Uzbekistan,Directed,13707,,0.07
Czech Republic,Venezuela,Directed,13708,,0.07
Czech Republic,Viet Nam,Directed,13709,,1.93
Czech Republic,West Bank and Gaza Strip,Directed,13710,,0.84
Czech Republic,Yemen,Directed,13711,,0.16
Czech Republic,Zambia,Directed,13712,,3.46
Czech Republic,Zimbabwe,Directed,13713,,0.03
Denmark,Afghanistan,Directed,13714,,108.18
Denmark,Albania,Directed,13715,,0.01
Denmark,Angola,Directed,13716,,0.29
Denmark,Argentina,Directed,13717,,0.35
Denmark,Armenia,Directed,13718,,0.08
Denmark,Azerbaijan,Directed,13719,,0.03
Denmark,Bangladesh,Directed,13720,,21.99
Denmark,Belarus,Directed,13721,,0.05
Denmark,Benin,Directed,13722,,0.41
Denmark,Bolivia,Directed,13723,,0.64
Denmark,Bosnia and Herzegovina,Directed,13724,,0.07
Denmark,Brazil,Directed,13725,,0.34
Denmark,Burkina Faso,Directed,13726,,41.560001
Denmark,Burundi,Directed,13727,,0.36
Denmark,Cambodia,Directed,13728,,2.17
Denmark,Cameroon,Directed,13729,,1.36
Denmark,Central African Republic,Directed,13730,,2.76
Denmark,Chad,Directed,13731,,0.88
Denmark,China (People's Republic of),Directed,13732,,0.41
Denmark,Colombia,Directed,13733,,1.01
Denmark,Congo,Directed,13734,,0.11
Denmark,Democratic People's Republic of Korea,Directed,13735,,0.08
Denmark,Democratic Republic of the Congo,Directed,13736,,2.08
Denmark,Djibouti,Directed,13737,,1.15
Denmark,Eritrea,Directed,13738,,0.19
Denmark,Ethiopia,Directed,13739,,65.849998
Denmark,Georgia,Directed,13740,,0.86
Denmark,Ghana,Directed,13741,,7.63
Denmark,Guatemala,Directed,13742,,0.64
Denmark,Guinea,Directed,13743,,0.56
Denmark,Haiti,Directed,13744,,0.03
Denmark,Honduras,Directed,13745,,0.1
Denmark,India,Directed,13746,,6.52
Denmark,Indonesia,Directed,13747,,3.81
Denmark,Iran,Directed,13748,,3.01
Denmark,Iraq,Directed,13749,,10.37
Denmark,Jordan,Directed,13750,,4.96
Denmark,Kenya,Directed,13751,,52.689999
Denmark,Lao People's Democratic Republic,Directed,13752,,0.52
Denmark,Lebanon,Directed,13753,,31.42
Denmark,Liberia,Directed,13754,,0.91
Denmark,Libya,Directed,13755,,2.52
Denmark,Malawi,Directed,13756,,2.76
Denmark,Malaysia,Directed,13757,,0.02
Denmark,Mali,Directed,13758,,89.730003
Denmark,Mauritania,Directed,13759,,0.02
Denmark,Mexico,Directed,13760,,0.2
Denmark,Moldova,Directed,13761,,0.01
Denmark,Morocco,Directed,13762,,2.47
Denmark,Mozambique,Directed,13763,,3.02
Denmark,Myanmar,Directed,13764,,22.450001
Denmark,Nepal,Directed,13765,,3.21
Denmark,Nicaragua,Directed,13766,,0.1
Denmark,Niger,Directed,13767,,31.93
Denmark,Nigeria,Directed,13768,,2.89
Denmark,Pakistan,Directed,13769,,5.54
Denmark,Peru,Directed,13770,,0.04
Denmark,Philippines,Directed,13771,,0.54
Denmark,Rwanda,Directed,13772,,6.39
Denmark,Senegal,Directed,13773,,0.07
Denmark,Serbia,Directed,13774,,0.01
Denmark,Sierra Leone,Directed,13775,,1.38
Denmark,Somalia,Directed,13776,,42.490002
Denmark,South Africa,Directed,13777,,1.35
Denmark,South Sudan,Directed,13778,,15.66
Denmark,Sri Lanka,Directed,13779,,0.06
Denmark,Sudan,Directed,13780,,18.309999
Denmark,Syrian Arab Republic,Directed,13781,,75.300003
Denmark,Tanzania,Directed,13782,,50.75
Denmark,Thailand,Directed,13783,,0.06
Denmark,Togo,Directed,13784,,0.41
Denmark,Tunisia,Directed,13785,,2.95
Denmark,Türkiye,Directed,13786,,2.65
Denmark,Uganda,Directed,13787,,64.489998
Denmark,Ukraine,Directed,13788,,35.009998
Denmark,Vanuatu,Directed,13789,,0.03
Denmark,Venezuela,Directed,13790,,0.59
Denmark,Viet Nam,Directed,13791,,1.63
Denmark,West Bank and Gaza Strip,Directed,13792,,19.59
Denmark,Yemen,Directed,13793,,26.16
Denmark,Zimbabwe,Directed,13794,,4.32
